model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 C Class,2016,17998,Automatic,36587,Hybrid,0,134.5,2
 SLK Class,2015,14298,Automatic,21624,Diesel,145,56.5,2
 A Class,2017,15498,Manual,47412,Diesel,20,68.9,1.5
 GLC Class,2016,21500,Automatic,23349,Diesel,125,56.5,2.1
 C Class,2016,14698,Manual,19864,Diesel,20,70.6,2.1
 C Class,2016,13998,Manual,22117,Petrol,125,53.3,2
 C Class,2015,14698,Automatic,43331,Diesel,20,64.2,2.1
 A Class,2019,18498,Manual,2810,Petrol,145,28.5,1.3
 B Class,2014,9998,Manual,24510,Diesel,30,61.4,1.5
 GLE Class,2017,34998,Automatic,16647,Diesel,205,47.9,2.1
 C Class,2014,10498,Automatic,51929,Diesel,145,53.3,2.1
 A Class,2016,14998,Manual,24569,Diesel,20,68.9,1.5
 GLA Class,2014,14998,Automatic,64001,Diesel,145,55.4,2.1
 A Class,2018,19998,Automatic,6340,Petrol,145,53.3,1.3
 C Class,2016,19698,Automatic,25107,Hybrid,0,134.5,2
 A Class,2018,17498,Automatic,15597,Diesel,145,68.9,2.1
 C Class,2017,22498,Automatic,20491,Hybrid,135,74.3,2.1
 C Class,2015,11998,Manual,52792,Diesel,20,72.4,1.6
 GLC Class,2018,32498,Automatic,12517,Diesel,145,45.6,3
 C Class,2016,16298,Automatic,29201,Diesel,30,64.2,1.6
 A Class,2013,11998,Manual,13680,Petrol,125,51.4,1.6
 GLC Class,2016,20998,Automatic,37045,Diesel,125,56.5,2.1
 E Class,2018,21498,Automatic,25454,Diesel,150,72.4,2
 GLC Class,2017,25498,Automatic,17967,Diesel,150,56.5,2.1
 CL Class,2014,16995,Automatic,37208,Diesel,30,62.8,2.1
 GLE Class,2017,28500,Automatic,28297,Diesel,200,47.9,2.1
 A Class,2016,13900,Manual,16349,Diesel,20,72.4,1.5
 CL Class,2015,18498,Automatic,18982,Diesel,20,67.3,2.1
 GLE Class,2017,31498,Automatic,9949,Diesel,205,47.9,2.1
 C Class,2016,15698,Automatic,42062,Petrol,125,50.4,2
 C Class,2015,16998,Automatic,43883,Diesel,125,60.1,2.1
 GLA Class,2015,17498,Automatic,30154,Diesel,125,55.4,2.1
 C Class,2017,20998,Automatic,42036,Diesel,20,67.3,2.1
 C Class,2016,20998,Automatic,23429,Hybrid,0,122.8,2
 C Class,2017,16498,Automatic,20764,Diesel,150,58.9,2.1
 B Class,2017,15998,Automatic,21306,Diesel,145,68.9,2.1
 C Class,2013,11998,Automatic,31706,Diesel,145,53.3,2.1
 E Class,2018,32498,Automatic,9252,Petrol,145,33.6,3
 CL Class,2017,19295,Automatic,39643,Diesel,20,67.3,2.1
 E Class,2017,21950,Automatic,26355,Diesel,145,65.7,2
 C Class,2019,24495,Automatic,10000,Diesel,145,61.4,2
 GLC Class,2016,24995,Automatic,40343,Diesel,125,56.5,2.1
 C Class,2016,18990,Automatic,26413,Diesel,20,64.2,2.1
 GLC Class,2018,27590,Automatic,16776,Diesel,145,56.5,2.1
 E Class,2013,9495,Automatic,82312,Diesel,145,55.4,2.1
 GLA Class,2017,22750,Automatic,9000,Diesel,145,56.5,2.1
 GLA Class,2016,21595,Automatic,21512,Petrol,200,43.5,2
 C Class,2015,12495,Automatic,50374,Diesel,20,65.7,2.1
 V Class,2018,20498,Manual,23694,Diesel,145,46.3,2.1
 V Class,2018,19498,Manual,24164,Diesel,145,46.3,2.1
 C Class,2015,17498,Automatic,42471,Hybrid,0,76.4,2.1
 C Class,2016,16198,Manual,41974,Diesel,20,68.9,2.1
 V Class,2018,20498,Manual,23128,Diesel,145,46.3,2.1
 S Class,2016,30498,Automatic,17624,Diesel,200,47.9,3
 C Class,2017,17998,Automatic,16291,Petrol,145,50.4,2
 V Class,2018,19998,Manual,27222,Diesel,145,46.3,2.1
 V Class,2016,17998,Manual,21981,Diesel,200,46.3,2.1
 V Class,2018,20498,Manual,20138,Diesel,145,46.3,2.1
 B Class,2017,13498,Manual,35881,Diesel,20,68.9,1.5
 GLE Class,2017,29998,Automatic,15626,Diesel,265,42.8,3
 GLC Class,2017,20998,Automatic,40949,Diesel,125,56.5,2.1
 E Class,2017,21498,Automatic,31750,Diesel,145,61.4,2
 GLA Class,2015,17498,Automatic,25909,Diesel,125,56.5,2.1
 A Class,2014,10498,Manual,63177,Diesel,30,64.2,2.1
 GLA Class,2014,20498,Automatic,45231,Petrol,235,37.7,2
 C Class,2016,16998,Automatic,43014,Diesel,30,64.2,2.1
 E Class,2017,19698,Automatic,25152,Diesel,145,72.4,2
 C Class,2017,25798,Automatic,9676,Diesel,145,65.7,2.1
 C Class,2018,20498,Automatic,7894,Diesel,145,60.1,2.1
 C Class,2015,13498,Manual,38438,Diesel,20,70.6,2.1
 E Class,2015,17998,Automatic,34464,Diesel,145,53.3,3
 GLA Class,2016,18998,Automatic,19696,Diesel,125,56.5,2.1
 B Class,2019,21998,Automatic,7214,Diesel,145,55.4,2
 CLS Class,2019,40998,Automatic,4001,Diesel,145,47.9,2.9
 CLS Class,2015,19698,Automatic,44143,Diesel,160,51.4,3
 C Class,2019,23498,Automatic,19204,Diesel,150,61.4,2
 GLE Class,2017,26998,Automatic,47120,Diesel,200,47.9,2.1
 GLC Class,2016,20998,Automatic,36240,Diesel,125,56.5,2.1
 C Class,2016,14498,Manual,21945,Petrol,125,53.3,2
 E Class,2017,20998,Automatic,21929,Diesel,30,65.7,2
 V Class,2018,19998,Manual,27222,Diesel,145,46.3,2.1
 V Class,2016,17998,Manual,21981,Diesel,200,46.3,2.1
 A Class,2014,13998,Automatic,29670,Diesel,20,68.9,2.1
 C Class,2019,29498,Automatic,2195,Diesel,145,61.4,2
 GLC Class,2016,21998,Automatic,27894,Diesel,125,56.5,2.1
 A Class,2019,21998,Automatic,11578,Petrol,150,53.3,1.3
 GLE Class,2017,28998,Automatic,18855,Diesel,200,47.9,2.1
 C Class,2015,12495,Automatic,55000,Diesel,30,64.2,2.1
 E Class,2017,19498,Automatic,54028,Diesel,150,65.7,2
 GLE Class,2017,31298,Automatic,12122,Diesel,145,47.9,2.1
 CLS Class,2016,22998,Automatic,25536,Diesel,160,51.4,3
 A Class,2017,16798,Manual,24388,Diesel,20,68.9,1.5
 A Class,2017,15498,Manual,35295,Diesel,20,68.9,1.5
 CL Class,2015,15998,Manual,29901,Petrol,125,50.4,1.6
 A Class,2014,10998,Automatic,58500,Diesel,30,65.7,1.8
 V Class,2018,19998,Manual,26973,Diesel,145,46.3,2.1
 A Class,2013,15498,Automatic,27415,Petrol,160,44.1,2
 C Class,2016,16998,Automatic,38830,Diesel,20,64.2,2.1
 C Class,2015,16798,Automatic,32409,Diesel,30,64.2,2.1
 A Class,2015,11498,Manual,32648,Diesel,0,74.3,1.5
 CL Class,2013,11460,Manual,64000,Petrol,125,50.4,1.6
 C Class,2016,13991,Automatic,49494,Diesel,30,64.2,2.1
 GLA Class,2018,20810,Automatic,18462,Petrol,145,42.8,2
 GLA Class,2016,16130,Automatic,36152,Diesel,125,56.5,2.1
 A Class,2015,12380,Manual,34119,Diesel,20,70.6,1.5
 V Class,2018,20998,Manual,22740,Diesel,145,46.3,2.1
 A Class,2013,13998,Automatic,29698,Diesel,30,64.2,2.1
 CLS Class,2015,16498,Automatic,39858,Diesel,125,56.5,2.1
 GLA Class,2015,17998,Automatic,25585,Diesel,125,56.5,2.1
 GLC Class,2016,24498,Automatic,16840,Diesel,125,56.5,2.1
 B Class,2013,9998,Automatic,34837,Diesel,30,64.2,1.8
 GLC Class,2017,23498,Automatic,32902,Diesel,125,56.5,2.1
 C Class,2017,18498,Automatic,26179,Diesel,145,60.1,2.1
 A Class,2018,17498,Manual,8601,Petrol,145,51.4,1.6
 B Class,2016,13498,Manual,25726,Diesel,20,68.9,1.5
 GLA Class,2017,16498,Manual,32917,Diesel,30,64.2,2.1
 S Class,2019,60998,Automatic,100,Petrol,145,40.9,3
 GLC Class,2017,24998,Automatic,44847,Diesel,125,56.5,2.1
 E Class,2014,9500,Automatic,80084,Diesel,30,58.9,2.1
 E Class,2016,21498,Automatic,17078,Diesel,165,50.4,3
 C Class,2019,23998,Automatic,10357,Diesel,145,61.4,2
 E Class,2015,19700,Automatic,33659,Petrol,240,39.2,3.5
 E Class,2016,17000,Automatic,27361,Diesel,125,56.5,2.1
 M Class,2014,18500,Automatic,48928,Diesel,200,46.3,2.1
 M Class,2013,16300,Automatic,57367,Diesel,200,44.8,2.1
 GLA Class,2018,23000,Automatic,10808,Diesel,145,56.5,2.1
 B Class,2013,8200,Manual,54257,Diesel,30,61.4,1.5
 A Class,2019,23000,Automatic,7864,Petrol,145,53.3,1.3
 GLC Class,2017,25800,Automatic,15334,Diesel,145,56.5,2.1
 V Class,2018,20998,Manual,11323,Diesel,145,46.3,2.1
 A Class,2019,20998,Automatic,18881,Diesel,145,67.3,1.5
 E Class,2015,21298,Automatic,15048,Diesel,160,51.4,3
 CL Class,2019,25498,Automatic,13953,Diesel,145,51.4,2.2
 C Class,2019,28998,Automatic,5116,Diesel,145,61.4,2
 GLA Class,2017,17998,Automatic,47465,Diesel,145,64.2,2.1
 C Class,2019,24998,Automatic,15009,Petrol,145,47.1,1.5
 C Class,2018,27998,Automatic,6787,Diesel,145,57.7,2
 SL CLASS,2016,20498,Automatic,10643,Diesel,30,70.6,2.1
 E Class,2018,47998,Automatic,9783,Petrol,145,31.7,3
 E Class,2018,22998,Automatic,16089,Diesel,145,65.7,2
 CLS Class,2017,23998,Automatic,27354,Diesel,160,49.6,3
 E Class,2016,20698,Automatic,22284,Diesel,145,54.3,3
 GLS Class,2017,43498,Automatic,7517,Diesel,145,37.2,3
 CLS Class,2016,23998,Automatic,7675,Diesel,160,49.6,3
 E Class,2016,18998,Automatic,32107,Diesel,160,52.3,3
 E Class,2016,19298,Automatic,26780,Diesel,160,52.3,3
 GLE Class,2017,29698,Automatic,22052,Diesel,200,47.9,2.1
 E Class,2017,21998,Automatic,20239,Diesel,160,52.3,3
 C Class,2017,18998,Automatic,27493,Hybrid,0,78.5,2.1
 C Class,2018,18998,Automatic,15075,Petrol,145,50.4,2
 E Class,2017,20498,Automatic,35494,Diesel,145,61.4,2
 CLS Class,2017,22698,Automatic,36402,Diesel,160,51.4,3
 C Class,2016,13690,Manual,49761,Diesel,20,68.9,2.1
 A Class,2017,14490,Manual,14122,Petrol,150,51.4,1.6
 E Class,2014,13490,Automatic,23226,Diesel,30,58.9,2.1
 C Class,2014,14490,Automatic,31801,Diesel,20,64.2,2.1
 A Class,2018,29990,Automatic,22923,Petrol,150,40.9,2
 GLC Class,2019,33990,Automatic,5830,Diesel,150,40.9,2
 C Class,2014,14780,Automatic,59884,Diesel,30,64.2,2.1
 C Class,2017,16922,Automatic,52519,Diesel,30,64.2,1.6
 C Class,2017,18350,Automatic,42000,Diesel,30,64.2,2.1
 C Class,2016,17595,Automatic,28192,Diesel,30,64.2,2.1
 E Class,2016,20998,Automatic,37181,Diesel,160,51.4,3
 SL CLASS,2016,18698,Automatic,35595,Diesel,30,70.6,2.1
 E Class,2017,20998,Automatic,16016,Diesel,145,72.4,2
 SL CLASS,2016,20298,Automatic,14035,Diesel,30,70.6,2.1
 E Class,2015,20498,Automatic,27688,Diesel,160,51.4,3
 GLE Class,2016,25998,Automatic,27307,Diesel,200,47.9,2.1
 CLS Class,2014,19998,Automatic,25696,Diesel,165,52.3,3
 C Class,2015,16315,Automatic,46155,Diesel,30,64.2,2.1
 B Class,2019,19998,Automatic,13744,Petrol,145,45.6,1.3
 V Class,2018,19990,Manual,23415,Diesel,145,46.3,2.1
 E Class,2017,18990,Automatic,43500,Diesel,145,61.4,2
 A Class,2014,12990,Automatic,41362,Petrol,145,49.6,1.6
 GLA Class,2018,19990,Automatic,24508,Petrol,145,48.7,1.6
 GLE Class,2016,31390,Automatic,30772,Diesel,300,39.2,3
 C Class,2017,24990,Automatic,6668,Diesel,145,58.9,2.1
 V Class,2017,29998,Automatic,41298,Diesel,205,45.6,2.2
 S Class,2015,28998,Automatic,10284,Diesel,205,47.9,3
 C Class,2019,29998,Automatic,8520,Diesel,145,61.4,2
 CLS Class,2016,21398,Automatic,34056,Diesel,160,51.4,3
 CLS Class,2016,22498,Automatic,14466,Diesel,160,51.4,3
 A Class,2019,20998,Automatic,6354,Diesel,145,65.7,1.5
 S Class,2019,59998,Automatic,10500,Petrol,145,34.5,3
 CLS Class,2016,21998,Automatic,30496,Diesel,160,51.4,3
 CLS Class,2016,22498,Automatic,23636,Diesel,160,51.4,3
 C Class,2015,17636,Automatic,24923,Diesel,30,64.2,2.1
 E Class,2017,18990,Automatic,25326,Diesel,145,72.4,2
 A Class,2019,21290,Automatic,12046,Diesel,145,67.3,1.5
 A Class,2017,13990,Automatic,17603,Petrol,125,53.3,1.6
 C Class,2019,21980,Automatic,7716,Petrol,145,45.6,1.5
 C Class,2019,23990,Automatic,1647,Petrol,145,45.6,1.5
 C Class,2019,21980,Automatic,5572,Petrol,145,45.6,1.5
 GLE Class,2019,44990,Automatic,8351,Diesel,145,32.8,3
 S Class,2015,27998,Automatic,30554,Diesel,200,48.7,3
 GLE Class,2015,34998,Automatic,22651,Diesel,300,39.2,3
 E Class,2017,21998,Automatic,20044,Diesel,145,61.4,2
 M Class,2015,22498,Automatic,37484,Diesel,300,39.2,3
 B Class,2014,9998,Automatic,16378,Diesel,20,68.9,1.5
 GLS Class,2019,54990,Automatic,18717,Diesel,145,34,3
 E Class,2018,24490,Automatic,11052,Diesel,145,65.7,2
 C Class,2014,28990,Automatic,19562,Petrol,570,23.5,6.2
 A Class,2016,15990,Manual,19715,Diesel,30,62.8,2.1
 A Class,2018,17490,Manual,15049,Diesel,145,62.8,2.1
 E Class,2014,13990,Automatic,49491,Diesel,125,57.7,2.1
 GLE Class,2019,43990,Automatic,10974,Diesel,145,36.7,3
 GLE Class,2019,43490,Automatic,14026,Diesel,145,36.7,3
 GLE Class,2017,30498,Automatic,22539,Diesel,145,47.9,2.1
 C Class,2019,27990,Automatic,101,Diesel,145,61.4,2
 A Class,2020,22490,Automatic,3521,Diesel,145,56.5,2
 CL Class,2020,27480,Automatic,2459,Petrol,145,44.1,1.3
 C Class,2020,29950,Automatic,101,Diesel,145,64.2,2
 C Class,2017,14990,Automatic,27424,Diesel,145,65.7,2.1
 GLE Class,2017,31990,Automatic,8581,Diesel,145,42.8,3
 C Class,2020,31950,Automatic,2985,Diesel,145,51.4,2
 C Class,2016,20990,Automatic,36051,Diesel,30,65.7,2.1
 GLE Class,2017,34950,Automatic,22067,Hybrid,135,76.4,3
 GLA Class,2015,15390,Automatic,60216,Diesel,125,55.4,2.1
 E Class,2017,17990,Automatic,40789,Diesel,145,72.4,2
 V Class,2020,43950,Automatic,2859,Diesel,145,36.2,2
 C Class,2020,29950,Automatic,101,Diesel,145,48.7,2
 E Class,2020,33950,Automatic,2568,Diesel,145,42.8,2
 B Class,2019,24950,Automatic,1440,Diesel,145,55.4,2
 C Class,2018,25990,Automatic,9699,Petrol,145,44.1,2
 A Class,2020,21750,Manual,4001,Petrol,145,47.1,1.3
 A Class,2020,21750,Manual,2896,Petrol,145,47.1,1.3
 CL Class,2017,16490,Manual,32282,Petrol,145,51.4,1.6
 C Class,2015,36990,Automatic,12659,Petrol,300,34.5,4
 S Class,2017,40990,Automatic,6200,Diesel,150,52.3,3
 E Class,2015,18998,Automatic,39530,Diesel,145,54.3,3
 S Class,2016,30998,Automatic,23743,Diesel,200,47.9,3
 C Class,2017,19998,Automatic,23690,Diesel,125,58.9,2.1
 E Class,2017,21998,Automatic,19249,Diesel,145,65.7,2
 SL CLASS,2016,18698,Automatic,30269,Diesel,30,70.6,2.1
 E Class,2016,19998,Automatic,35665,Diesel,145,54.3,3
 C Class,2013,11998,Automatic,30035,Petrol,160,44.8,1.6
 C Class,2017,17998,Automatic,22349,Petrol,145,50.4,2
 CLS Class,2016,22998,Automatic,13720,Diesel,165,51.4,3
 C Class,2013,9490,Automatic,41921,Petrol,145,47.9,1.6
 C Class,2017,15690,Automatic,35488,Diesel,20,65.7,2.1
 A Class,2017,13790,Manual,18332,Petrol,125,51.4,1.6
 C Class,2017,14990,Manual,41647,Diesel,20,65.7,2.1
 E Class,2016,19990,Automatic,23543,Diesel,160,51.4,3
 C Class,2018,19490,Automatic,11810,Diesel,145,61.4,2.1
 C Class,2019,28990,Automatic,2000,Diesel,145,57.7,2
 A Class,2019,20950,Automatic,4692,Diesel,145,65.7,1.3
 C Class,2017,19250,Automatic,23523,Diesel,125,60.1,2.1
 E Class,2016,22990,Automatic,49521,Diesel,160,51.4,3
 A Class,2016,16450,Manual,25623,Petrol,200,41.5,2
 A Class,2019,21990,Automatic,6954,Diesel,145,67.3,1.5
 GLC Class,2018,26480,Automatic,10833,Diesel,145,56.5,2.1
 C Class,2017,20790,Automatic,22485,Hybrid,0,74.3,2.1
 GLE Class,2019,53990,Automatic,5214,Diesel,145,32.5,3
 GLC Class,2016,19490,Automatic,59442,Diesel,125,56.5,2.1
 GLC Class,2018,27990,Automatic,21734,Diesel,150,56.5,2.1
 GLA Class,2017,18998,Automatic,18847,Petrol,150,50.4,1.6
 CLS Class,2016,20498,Automatic,33026,Diesel,165,51.4,3
 CLS Class,2015,20498,Automatic,41955,Diesel,165,51.4,3
 CLS Class,2016,21498,Automatic,35474,Diesel,165,51.4,3
 GLA Class,2017,18698,Automatic,20954,Diesel,150,67.3,2.1
 CLS Class,2016,22998,Automatic,34544,Diesel,165,49.6,3
 GLS Class,2020,66990,Automatic,2596,Diesel,145,30.4,3
 C Class,2020,28990,Automatic,3458,Petrol,145,46.3,1.5
 GLC Class,2019,31990,Automatic,7977,Diesel,145,56.5,2.1
 C Class,2016,14450,Automatic,19598,Petrol,125,53.3,2
 GLC Class,2017,27990,Automatic,25782,Diesel,145,56.5,2.1
 C Class,2016,19690,Automatic,38087,Diesel,20,67.3,2.1
 GLC Class,2018,38990,Automatic,10638,Petrol,145,34,3
 A Class,2017,15590,Automatic,34553,Diesel,145,68.9,2.1
 S Class,2019,45990,Automatic,14259,Diesel,145,52.3,3
 GLE Class,2017,37950,Automatic,20925,Diesel,145,39.2,3
 GLC Class,2018,36850,Automatic,4841,Petrol,145,34,3
 C Class,2019,30950,Automatic,101,Diesel,145,55.4,2
 A Class,2019,99950,Automatic,2013,Petrol,145,22.6,4
 S Class,2019,54990,Automatic,1501,Diesel,145,41.5,3
 C Class,2019,24950,Automatic,7006,Petrol,145,47.1,1.5
 C Class,2019,25950,Automatic,10485,Petrol,145,47.1,1.5
 GLC Class,2019,34950,Automatic,3100,Diesel,145,43.5,2
 GLC Class,2020,32950,Automatic,3528,Diesel,145,44.8,2
 GLC Class,2019,35490,Automatic,2644,Diesel,145,40.9,2
 B Class,2020,23690,Automatic,3012,Diesel,145,55.4,2
 GLE Class,2017,27990,Automatic,17400,Diesel,145,42.8,3
 A Class,2019,20990,Automatic,15059,Diesel,145,67.3,1.5
 CL Class,2019,24990,Automatic,13501,Diesel,145,51.4,2.2
 C Class,2018,21990,Automatic,1871,Petrol,145,44.1,1.5
 C Class,2015,14750,Automatic,32594,Diesel,20,64.2,2.1
 GLE Class,2017,27950,Automatic,23825,Diesel,145,42.8,3
 GLE Class,2017,27790,Automatic,25906,Diesel,145,42.8,3
 A Class,2019,21450,Automatic,11712,Diesel,145,67.3,1.5
 A Class,2018,20295,Automatic,9748,Petrol,145,53.3,1.3
 A Class,2018,18990,Automatic,12449,Petrol,145,53.3,1.3
 A Class,2019,19990,Automatic,9191,Petrol,145,53.3,1.3
 CLS Class,2019,36490,Automatic,7036,Diesel,145,48.7,2.9
 CLS Class,2018,33990,Automatic,8123,Diesel,145,48.7,2.9
 A Class,2019,18490,Automatic,6725,Diesel,145,68.9,1.5
 A Class,2019,21450,Automatic,11597,Diesel,145,67.3,1.5
 A Class,2018,17990,Automatic,15907,Diesel,145,65.7,1.5
 A Class,2018,17990,Automatic,16196,Diesel,145,65.7,1.5
 A Class,2018,19498,Automatic,12353,Petrol,145,53.3,1.3
 GLC Class,2017,25498,Automatic,9444,Diesel,145,56.5,2.1
 A Class,2015,13109,Automatic,24091,Diesel,20,68.9,2.1
 E Class,2019,27990,Automatic,4158,Petrol,145,39.8,2
 GLC Class,2019,29490,Automatic,8115,Diesel,145,56.5,2.1
 A Class,2019,19990,Automatic,12456,Petrol,145,53.3,1.3
 GLE Class,2015,21967,Automatic,47430,Diesel,200,47.9,2.1
 C Class,2013,9798,Automatic,60948,Diesel,150,54.3,2.1
 GLC Class,2016,21998,Automatic,29884,Diesel,125,56.5,2.1
 E Class,2018,26998,Automatic,6286,Petrol,145,39.8,2
 C Class,2016,17998,Automatic,32769,Diesel,30,64.2,2.1
 C Class,2017,18998,Automatic,20949,Diesel,145,61.4,2.1
 GLA Class,2014,15498,Automatic,53000,Diesel,145,55.4,2.1
 E Class,2015,12691,Automatic,78000,Diesel,125,61.4,2.1
 M Class,2014,16087,Automatic,70308,Diesel,200,44.8,2.1
 CLS Class,2013,11991,Automatic,85967,Diesel,200,46.3,3
 SLK Class,2013,9600,Automatic,51458,Diesel,145,56.5,2
 C Class,2014,11791,Automatic,42879,Diesel,145,53.3,2.1
 A Class,2015,10991,Automatic,67865,Diesel,20,68.9,2.1
 A Class,2014,13251,Automatic,41700,Diesel,20,64.2,2.1
 C Class,2016,13691,Automatic,36538,Diesel,30,65.7,1.6
 B Class,2015,10991,Automatic,50501,Diesel,20,68.9,2.1
 A Class,2016,15291,Automatic,10730,Diesel,20,70.6,2.1
 B Class,2015,11991,Automatic,59492,Diesel,20,67.3,2.1
 C Class,2018,19991,Automatic,20027,Diesel,150,60.1,2.1
 B Class,2017,13291,Automatic,21742,Diesel,20,70.6,2.1
 A Class,2016,14521,Manual,35005,Diesel,30,62.8,2.1
 A Class,2018,20991,Automatic,19561,Petrol,150,45.6,2
 C Class,2017,23791,Automatic,17263,Diesel,30,65.7,2.1
 C Class,2018,23498,Automatic,5659,Petrol,145,40.4,2
 GL Class,2015,32998,Automatic,22548,Diesel,330,36.2,3
 E Class,2017,20998,Automatic,17890,Diesel,160,52.3,3
 C Class,2014,13491,Manual,56000,Diesel,20,68.9,2.1
 A Class,2016,15378,Manual,21256,Diesel,30,62.8,2.1
 GLA Class,2015,15990,Automatic,49626,Diesel,125,55.4,2.1
 E Class,2017,26027,Automatic,20575,Petrol,145,40.4,2
 GLS Class,2019,44990,Automatic,11607,Diesel,145,37.2,3
 GLA Class,2016,17991,Automatic,26193,Diesel,125,56.6,2.1
 GLC Class,2019,47484,Automatic,3439,Petrol,145,27.4,4
 C Class,2017,13587,Automatic,61305,Diesel,150,65.7,1.6
 A Class,2016,15597,Automatic,20866,Diesel,20,70.6,2.1
 C Class,2015,16310,Automatic,55226,Diesel,30,64.2,2.1
 E Class,2019,49500,Automatic,4250,Petrol,145,31.7,3
 C Class,2019,44990,Automatic,1474,Petrol,145,29.1,3
 E Class,2019,25490,Automatic,7512,Diesel,145,72.4,2
 B Class,2020,21990,Automatic,4239,Diesel,145,55.4,2
 A Class,2018,20991,Automatic,5322,Petrol,145,53.3,1.3
 A Class,2019,19511,Automatic,10543,Diesel,145,68.9,1.5
 C Class,2017,18200,Automatic,25296,Diesel,30,61.4,2.1
 GLC Class,2017,27520,Automatic,33590,Diesel,145,56.5,2.1
 E Class,2020,45990,Automatic,159,Diesel,145,45.6,3
 C Class,2015,13621,Automatic,57066,Diesel,30,65.7,1.6
 GLA Class,2016,17991,Automatic,20233,Diesel,125,56.6,2.1
 A Class,2017,17047,Automatic,14951,Diesel,145,68.9,2.1
 A Class,2017,27990,Automatic,17299,Petrol,200,40.9,2
 CL Class,2015,14550,Automatic,30369,Diesel,20,62.8,2.1
 A Class,2016,16411,Automatic,18914,Diesel,20,68.9,2.1
 C Class,2017,16991,Automatic,29907,Diesel,145,64.2,2.1
 GLC Class,2016,26320,Automatic,26065,Diesel,145,56.5,2.1
 GLA Class,2018,20990,Automatic,18166,Diesel,145,56.5,2.1
 A Class,2017,27490,Automatic,31775,Petrol,145,40.9,2
 E Class,2016,18300,Automatic,36188,Diesel,30,65.7,2
 GLA Class,2018,18950,Automatic,11577,Diesel,145,67.3,2.1
 GLC Class,2017,22750,Automatic,29929,Diesel,145,56.5,2.1
 A Class,2019,21250,Automatic,4878,Petrol,145,53.3,1.3
 GLE Class,2017,27950,Automatic,14156,Diesel,145,47.9,2.1
 GLE Class,2016,29990,Automatic,63250,Diesel,145,32.5,3
 E Class,2016,21990,Automatic,32266,Diesel,160,51.4,3
 C Class,2016,20490,Automatic,10542,Petrol,125,51.4,2
 E Class,2015,14980,Automatic,59101,Diesel,160,51.4,2.1
 GLS Class,2018,43990,Automatic,10405,Diesel,145,37.2,3
 CL Class,2017,20750,Automatic,9447,Diesel,145,67.3,2.1
 C Class,2018,26625,Automatic,7175,Diesel,145,57.7,2
 E Class,2019,23690,Automatic,14077,Diesel,145,72.4,2
 CL Class,2019,25240,Automatic,14049,Diesel,145,51.4,2.2
 A Class,2019,18240,Automatic,15806,Diesel,145,68.9,1.5
 GLC Class,2017,24780,Automatic,27484,Diesel,145,56.5,2.1
 GLC Class,2017,24510,Automatic,26995,Diesel,145,56.5,2.1
 GLC Class,2019,32340,Automatic,1303,Diesel,145,44.8,2
 A Class,2019,20991,Automatic,8728,Petrol,145,53.3,1.3
 GLC Class,2019,27890,Automatic,19072,Diesel,145,56.5,2.1
 A Class,2019,21291,Automatic,13361,Diesel,145,67.3,1.5
 A Class,2019,21190,Automatic,14703,Diesel,145,67.3,1.5
 E Class,2019,22990,Automatic,15956,Diesel,145,72.4,2
 A Class,2019,18990,Automatic,13145,Diesel,145,68.9,1.5
 C Class,2017,21650,Automatic,33943,Petrol,145,47.1,2
 E Class,2019,42590,Automatic,12419,Petrol,145,32.5,3
 C Class,2019,24690,Automatic,15210,Petrol,145,47.1,1.5
 C Class,2017,18270,Automatic,49783,Diesel,30,64.2,2.1
 GLC Class,2018,24690,Automatic,40422,Diesel,145,56.5,2.1
 E Class,2015,13000,Automatic,50963,Diesel,125,61.4,2.1
 GLC Class,2018,28295,Automatic,15000,Diesel,145,56.5,2.1
